,_arpt_ident,_name,_state_prov,_icao,_faa_host_id,_loc_hdatum,_wgs_datum,_wgs_lat,_wgs_dlat,_wgs_long,_wgs_dlong,_elev,_type,_mag_var,_wac,_beacon,_second_arpt,_opr_agy,_sec_name,_sec_icao,_sec_faa,_sec_opr_agy,_cycle_date,__id
,US81774,INDEPENDENCE MUNI,19,KZ,ZIIB,WGE,WGE,N42272476,42.456878,W091565159,-91.947664,00979,D,W000022 1210,0308,Y,,PA,,,,,200905,9070
,US81780,TOMAHAWK RGNL,55,KZ,KTKV,WGE,WGE,N45280974,45.469372,W089482041,-89.805669,01487,D,W002228 1210,0265,Y,,PA,,,,,201013,9071
,US81844,DE WITT MUNI,05,KZ,K5M1,WGE,WGE,N34154422,34.262283,W091182695,-91.307486,00190,D,E000207 1210,0408,Y,,MU,,,,,201011,9072
,US81851,DARKE CO,39,KZ,KVES,WGE,WGE,N40121590,40.204417,W084315490,-84.531917,01007,A,W005414 1210,0309,Y,,PA,,,,,200911,9073
,US81912,HOT SPRINGS MUNI,46,KZ,KHSR,WGE,WGE,N43220590,43.368306,W103231780,-103.388278,03150,A,E008219 1210,0306,Y,,PA,,,,,201006,9074
,US81926,COCHISE CO,04,KZ,KP33,WGE,WGE,N32144350,32.245417,W109534070,-109.894639,04187,A,E010087 1210,0405,Y,,PA,,,,,200901,9075
,US81928,DELAWARE CO RGNL,18,KMIE,MIE,WGE,WGE,N40143290,40.242472,W085234470,-85.395750,00937,D,W005008 1210,0308,Y,,PA,,,,,201013,9076
,US81969,MEEKER,08,KZ,KEEO,WGE,WGE,N40025570,40.048806,W107530930,-107.885917,06426,A,E010259 1210,0306,Y,,PA,,,,,201101,9077
,US81970,KAPALUA,15,PHJH,JHM,WGE,WGE,N20574657,20.962936,W156402291,-156.673031,00256,D,E009480 1210,0599,,,PV,,,,,201012,9078
,US82029,NORTHAMPTON,25,KZ,K7B2,WGE,WGE,N42194140,42.328167,W072364146,-72.611517,00121,D,W014202 1210,0310,Y,,PA,,,,,201005,9079
,US82063,COMANCHE RANCH,48,KZ,5TE0,WGE,WGE,N28374093,28.628036,W100093224,-100.158956,00730,D,E005520 1210,0469,,,PV,,,,,200801,9080
,US82068,CORRALITOS,48,KZ,XS94,WGE,WGE,N27064111,27.111419,W099252114,-99.422539,00360,D,E005292 1210,0522,,,PV,,,,,201012,9081
,US82079,JOHN F KENNEDY INTL,36,KJFK,JFK,WGE,WGE,N40382310,40.639751,W073464413,-73.778925,00013,A,W013124 1210,0310,Y,,PA,,,,,201103,9082
,US82094,TREGO WAKEENEY,20,KZ,K0H1,WGE,WGE,N39001603,39.004452,W099533444,-99.892899,02435,D,E005592 1210,0360,Y,,PA,,,,,201007,9083
,US82132,STEPHENS CO,48,KZ,KBKD,WGE,WGE,N32430751,32.718753,W098532975,-98.891597,01284,D,E005164 1210,0407,Y,,PA,,,,,201103,9084
,US82161,PENN YAN,36,KZ,KPEO,WGE,WGE,N42381352,42.637089,W077031029,-77.052858,00990,D,W011502 1210,0309,Y,,PV,,,,,201004,9085
,US82169,TRENTON ROBBINSVILLE,34,KZ,KN87,WGE,WGE,N40125020,40.213944,W074360640,-74.601778,00118,A,W012373 1210,0310,Y,,PA,,,,,200909,9086
,US82192,WYNNE MUNI,05,KZ,KM65,WGE,WGE,N35135377,35.231603,W090454158,-90.761550,00370,D,W000083 1210,0408,Y,,PA,,,,,201012,9088
,US82196,EXPRESSWAY AIRPARK,40,KZ,12OK,WGE,WGE,N35322881,35.541336,W097271134,-97.453150,01070,D,E004253 1210,0407,Y,,PV,,,,,200903,9090
,US82216,OAKRIDGE STATE,41,KZ,K5S0,WGE,WGE,N43450944,43.752622,W122300919,-122.502553,01393,D,E015457 0111,0304,,,MU,,,,,201102,9091
,US82255,PICKENS CO,45,KZ,KLQK,WGE,WGE,N34483590,34.809972,W082421040,-82.702889,01013,A,W005585 1210,0409,Y,,PA,,,,,201013,9092
,US82290,KINGSTON ULSTER,36,KZ,K20N,WGE,WGE,N41590686,41.985239,W073575158,-73.964328,00148,D,W013304 1210,0310,,,PA,,,,,201103,9093
,US82381,LOCHRIDGE RANCH,48,KZ,TX25,WGE,WGE,N31592158,31.989328,W095570387,-95.951075,00391,D,E003329 1210,0468,,,PV,,,,,201011,9094
,US82399,CHAUTAUQUA CO DUNKIRK,36,KZ,KDKK,WGE,WGE,N42293601,42.493336,W079161935,-79.272041,00693,D,W010163 1210,0309,Y,,PA,,,,,201003,9095
,US82457,BARNESVILLE BRADFIELD,39,KZ,K6G5,WGE,WGE,N40000870,40.002417,W081113057,-81.191825,01312,A,W008118 1210,0309,Y,,PA,,,,,201013,9096
,US82471,NORMAN CO ADA TWIN VALLEY,27,KZ,KD00,WGE,WGE,N47153768,47.260467,W096240095,-96.400264,00954,D,E003106 1210,0266,Y,,PA,,,,,201012,9097
,US82474,GREEN CASTLE,19,KZ,IA24,WGE,WGE,N41451804,41.755011,W091433963,-91.727675,00750,D,W000076 1210,0308,,,PV,,,,,201002,9098
,US82528,CHAUTAUQUA CO JAMESTOWN,36,KZ,KJHW,WGE,WGE,N42091220,42.153389,W079152893,-79.258036,01723,D,W010108 1210,0309,Y,,PA,,,,,201009,9099
,US82572,CHEROKEE COUNTY RGNL,19,KZ,KCKP,WGE,WGE,N42435240,42.731222,W095332190,-95.556083,01227,A,E002505 1210,0307,Y,,PA,,,,,201002,9100
,US82608,BESSEMER,01,KZ,KEKY,WGE,WGE,N33184540,33.312611,W086553470,-86.926306,00700,A,W002407 1210,0409,Y,,PA,,,,,201101,9101
,US82636,HOMESTEAD ARB,12,KHST,HST,WGE,WGE,N25291878,25.488550,W080230084,-80.383567,00005,A,W005513 1210,0525,Y,,AE,,,,,201103,9102
,US82641,WATONGA RGNL,40,KZ,KJWG,WGE,WGE,N35515290,35.864694,W098251470,-98.420750,01550,D,E005015 1210,0407,Y,,MU,,,,,201012,9103
,US82642,RIVERSIDE MUNI,06,KRAL,RAL,WGE,WGE,N33570680,33.951889,W117264240,-117.445111,00819,A,E012273 0111,0404,Y,,PA,,,,,201103,9104
,US82674,RENNER FLD,20,KZ,KGLD,WGE,WGE,N39221424,39.370621,W101415637,-101.698992,03656,A,E007066 1210,0361,Y,,PA,,,,,201013,9105
,US82705,SHERMAN AAF,20,KFLV,FLV,WGE,WGE,N39220600,39.368332,W094545287,-94.914686,00772,B,E002340 1210,0360,Y,,ML,,,,,201101,9106
,US82707,HUGHES RANCH,48,KZ,50XS,WGE,WGE,N29023587,29.043297,W100350430,-100.584528,00905,D,E006050 1210,0469,,,PV,,,,,201002,9107
,US82710,HAYS RGNL,20,KZ,KHYS,WGE,WGE,N38503200,38.842222,W099162340,-99.273167,01999,A,E005354 1210,0360,Y,,PA,,,,,201013,9108
,US82721,MATHEWS MEM,19,KZ,K8C4,WGE,WGE,N41454808,41.763355,W091091057,-91.152936,00840,D,W000358 1210,0308,,,MU,,,,,201004,9109
,US82763,BUTLER CO RGNL,39,KZ,KHAO,WGE,WGE,N39214950,39.363750,W084311904,-84.521956,00633,A,W005311 1210,0358,Y,,MU,,,,,201010,9110
,US82833,MACON MUNI,28,KZ,K20M,WGE,WGE,N33080140,33.133722,W088320960,-88.536000,00238,D,W001301 1210,0408,Y,,MU,,,,,201011,9111
,US82871,CUDDIHY FLD,48,KZ,07TE,WGE,WGE,N27431611,27.721142,W097304598,-97.512772,00039,D,E004312 1210,0522,,,PV,,,,,201101,9112
,US82987,MORRILTON MUNI,05,KZ,KBDQ,WGE,WGE,N35081030,35.136194,W092424859,-92.713497,00321,D,E001158 1210,0408,Y,,MU,,,,,200908,9113
,US82999,HAYWARD EXECUTIVE,06,KHWD,HWD,WGE,WGE,N37393210,37.658917,W122071830,-122.121750,00052,A,E014091 1210,0364,Y,,PA,,,,,201003,9114
,US83000,WALLOPS FLIGHT FACILITY,51,KZ,KWAL,WGE,WGE,N37562470,37.940194,W075275900,-75.466389,00040,D,W011306 1210,0357,Y,,NM,,,,,201103,9115
,US83023,CALICO ROCK IZARD CO,05,KZ,K37T,WGE,WGE,N36095230,36.164528,W092084010,-92.144472,00733,D,E000466 1210,0359,,,MU,,,,,201006,9117
,US83038,HOLLOMAN AFB,35,KHMN,HMN,WGE,WGE,N32510907,32.852519,W106062349,-106.106525,04093,C,E008482 0211,0406,Y,,AF,,,,,201103,9118
,US83078,ALTUS QUARTZ MOUNTAIN RGNL,40,KZ,KAXS,WGE,WGE,N34415570,34.698806,W099201850,-99.338472,01433,A,E005337 1210,0407,Y,,PA,,,,,201101,9119
,US83086,ED CARLSON MEM FLD SOUTH LEWIS CO,53,KZ,KTDO,WGE,WGE,N46283780,46.477167,W122482332,-122.806478,00374,A,E016347 1210,0269,Y,,MU,,,,,201013,9120
,US83113,WETUMPKA MUNI,01,KZ,K08A,WGE,WGE,N32314598,32.529438,W086194160,-86.328222,00197,A,W002596 1210,0409,Y,,PA,,,,,201006,9121
,US83127,SEWARD MUNI,31,KZ,KSWT,WGE,WGE,N40515300,40.864722,W097063320,-97.109222,01506,D,E004059 1210,0307,Y,,PA,,,,,200811,9122
,US83129,SIMMONS AAF,37,KFBG,FBG,WGE,WGE,N35075545,35.132069,W078561035,-78.936208,00244,C,W008392 1210,0410,Y,,AA,,,,,201013,9123
,US83246,LAWRENCEVILLE BRUNSWICK MUNI,51,KZ,KLVL,WGE,WGE,N36462220,36.772833,W077473930,-77.794250,00329,D,W009464 1210,0357,Y,,PA,,,,,201103,9124
,US83254,SUPERIOR MUNI,31,KZ,K12K,WGE,WGE,N40024632,40.046200,W098034052,-98.061256,01692,D,E004471 1210,0307,Y,,PA,,,,,201101,9125
,US83258,FORREST CITY MUNI,05,KZ,KFCY,WGE,WGE,N34563119,34.941997,W090462988,-90.774967,00249,D,W000060 1210,0408,Y,,PA,,,,,201010,9126
,US83272,STEVENS POINT MUNI,55,KZ,KSTE,WGE,WGE,N44324288,44.545244,W089314902,-89.530283,01110,A,W002261 1210,0265,Y,,PA,,,,,201012,9127
,US83300,WILLOW GROVE NAS JRB,42,KNXX,NXX,WGE,WGE,N40115940,40.199833,W075085340,-75.148167,00358,C,W012180 1210,0310,Y,,NA,,,,,201010,9128
,US83316,SPRING RANCH,48,KZ,3TA6,WGE,WGE,N29323082,29.541894,W100151127,-100.253131,01440,D,E005561 1210,0469,,,PV,,,,,201012,9129
,US83328,BLACKWELL FLD,01,KZ,K71J,WGE,WGE,N31255452,31.431811,W085371392,-85.620533,00358,A,W003198 1210,0467,Y,,PA,,,,,201102,9130
,US83331,WYANDOT COUNTY,39,KZ,K56D,WGE,WGE,N40530013,40.883369,W083185231,-83.314531,00830,D,W006479 1210,0309,Y,,MU,,,,,200806,9131
,US83404,CHEYENNE RGNL JERRY OLSON FLD,56,KCYS,CYS,WGE,WGE,N41092030,41.155639,W104483770,-104.810472,06159,A,E009008 1210,0306,Y,,PA,,,,,201013,9132
,US83446,PENN VALLEY,42,KZ,KSEG,WGE,WGE,N40491645,40.821236,W076515102,-76.864172,00464,A,W011251 1210,0310,Y,,PA,,,,,201011,9133
,US83453,FARIAS WHEEL,32,KZ,NV33,WGE,WGE,N38495968,38.833244,W119234558,-119.395994,04848,D,E013563 1210,0363,Y,,PV,,,,,200813,9134
,US83463,PRICES,26,KZ,K9G2,WGE,WGE,N42482741,42.807614,W083461166,-83.769906,00920,D,W006549 1210,0309,Y,,PV,,,,,200902,9135
,US83466,PAINTSVILLE PRESTONSBURG COMBS FLD,21,KZ,9KY9,WGE,WGE,N37444534,37.745928,W082464458,-82.779050,00624,D,W006303 1210,0358,,,PV,,,,,200912,9136
,US84165,SAN MAR GALE,39,KZ,OH79,WGE,WGE,N39273022,39.458394,W084075477,-84.131881,00968,D,W005251 0105,0358,Y,,PV,,,,,200010,9162
,US83511,STOCKTON METROPOLITAN,06,KSCK,SCK,WGE,WGE,N37533900,37.894167,W121141790,-121.238306,00033,A,E014039 1210,0364,Y,,PA,,,,,201013,9138
,US83535,BOONE CO,18,KZ,K6I4,WGE,WGE,N40002615,40.007264,W086262600,-86.440556,00959,D,W004081 1210,0308,Y,,PV,,,,,201003,9140
,US83571,CHARLESTON AFB INTL,45,KCHS,CHS,WGE,WGE,N32535513,32.898647,W080022590,-80.040528,00045,B,W007272 1210,0409,Y,,ML,,,,,201005,9141
,US83588,WATERTOWN MUNI,55,KZ,KRYV,WGE,WGE,N43101070,43.169639,W088432360,-88.723222,00833,A,W002516 1210,0308,Y,,PA,,,,,201008,9142
,US83596,OXBOW RANCH,41,KZ,OR17,WGE,WGE,N44244257,44.411825,W118412881,-118.691336,03972,D,E015073 1210,0269,,,PV,,,,,200706,9143
,US83617,RENO TAHOE INTL,32,KRNO,RNO,WGE,WGE,N39295680,39.499111,W119460520,-119.768111,04415,A,E014102 1210,0363,Y,,PA,,,,,201102,9144
,US83630,RED WING RGNL,27,KZ,KRGK,WGE,WGE,N44352168,44.589356,W092290589,-92.484969,00778,A,E000074 1210,0265,Y,,PA,,,,,201101,9145
,US83672,QUAKERTOWN,42,KZ,KUKT,WGE,WGE,N40260653,40.435147,W075225503,-75.381953,00526,A,W012137 1210,0310,Y,,PA,,,,,201009,9146
,US83708,STAR CITY MUNI,05,KZ,K55M,WGE,WGE,N33553510,33.926417,W091514000,-91.861111,00398,D,E000458 1210,0408,,,MU,,,,,201103,9148
,US83742,LOST HILLS KERN COUNTY,06,KZ,KL84,WGE,WGE,N35372920,35.624778,W119411010,-119.686139,00274,D,E013158 1210,0404,,,PA,,,,,201013,9149
,US83785,HEBER CITY MUNI RUSS MCDONALD FLD,49,KZ,K36U,WGE,WGE,N40285450,40.481806,W111254370,-111.428806,05637,D,E011577 0211,0305,Y,,PA,,,,,201103,9150
,US83793,LAKIN,20,KZ,K36K,WGE,WGE,N37581020,37.969500,W101151930,-101.255361,03077,D,E006470 1210,0361,Y,,PA,,,,,200802,9151
,US83893,ANTELOPE CO,31,KZ,K4V9,WGE,WGE,N42064410,42.112250,W098022320,-98.039778,01774,D,E004443 1210,0307,Y,,PA,,,,,201003,9152
,US83910,WHITING FLD NAS SOUTH,12,KZ,KNDZ,WGE,WGE,N30414969,30.697136,W087005887,-87.016353,00177,C,W002152 1210,0467,Y,,NA,,,,,201101,9153
,US84032,KEOKUK MUNI,19,KZ,KEOK,WGE,WGE,N40273567,40.459908,W091254260,-91.428500,00671,A,W000123 1210,0308,Y,,PA,,,,,201006,9154
,US84042,MOBRIDGE MUNI,46,KZ,KMBG,WGE,WGE,N45324660,45.546278,W100242260,-100.406278,01716,A,E006264 1210,0266,Y,,PA,,,,,201012,9155
,US84063,MARTHAS VINEYARD,25,KZ,KMVY,WGE,WGE,N41233632,41.393422,W070364998,-70.613883,00067,A,W014595 0211,0310,Y,,PA,,,,,201103,9156
,US84106,HARDY ANDERS FLD NATCHEZ ADAMS CO,28,KZ,KHEZ,WGE,WGE,N31364918,31.613661,W091175041,-91.297336,00272,A,E000344 1210,0468,Y,,PA,,,,,201010,9157
,US84110,COUNCIL MUNI,16,KZ,KU82,WGE,WGE,N44450120,44.750333,W116264220,-116.445056,02963,D,E014346 1210,0268,Y,,PA,,,,,200808,9158
,US84129,WILLOW RUN,26,KYIP,YIP,WGE,WGE,N42142147,42.239297,W083315147,-83.530964,00716,A,W006577 1210,0309,Y,,PA,,,,,201006,9159
,US84130,YOAKUM CO,48,KZ,KF98,WGE,WGE,N33130225,33.217292,W102494835,-102.830097,03704,D,E007222 1210,0406,Y,,PA,,,,,201002,9160
,US84144,PORTER CO RGNL,18,KVPZ,VPZ,WGE,WGE,N41271430,41.453972,W087002550,-87.007083,00770,A,W003574 1210,0308,Y,,PA,,,,,201101,9161
,US84202,ELMIRA CORNING RGNL,36,KELM,ELM,WGE,WGE,N42093560,42.159889,W076532980,-76.891611,00954,A,W011477 1210,0310,Y,,PA,,,,,201101,9163
,US84214,GANSNER FLD,06,KZ,K2O1,WGE,WGE,N39563810,39.943917,W120564340,-120.945389,03419,D,E014299 0111,0363,Y,,PA,,,,,201103,9164
,US84224,NORFOLK RGNL KARL STEFAN MEM FLD,31,KZ,KOFK,WGE,WGE,N41590767,41.985464,W097260640,-97.435112,01573,A,E004181 1210,0307,Y,,PA,,,,,201012,9165
,US84237,ROGERS FLD,06,KZ,KO05,WGE,WGE,N40165647,40.282353,W121142821,-121.241169,04528,D,E014386 1210,0304,Y,,PA,,,,,201010,9166
,US84268,VINTON VETERANS MEM ARPK,19,KZ,KVTI,WGE,WGE,N42130710,42.218639,W092013330,-92.025917,00842,D,E000035 1210,0308,Y,,PA,,,,,201003,9167
,US84297,KENNETT MEM,29,KZ,KTKX,WGE,WGE,N36133310,36.225861,W090021191,-90.036642,00262,A,W000466 1210,0359,Y,,PA,,,,,201013,9168
,US84378,PERRY CO,39,KZ,KI86,WGE,WGE,N39412975,39.691597,W082115203,-82.197786,01051,A,W007223 1210,0358,Y,,PA,,,,,201013,9169
,US84388,SALEM LECKRONE,17,KZ,KSLO,WGE,WGE,N38383434,38.642872,W088575107,-88.964186,00573,A,W001545 1210,0359,Y,,PA,,,,,201012,9170
,US84398,HEREFORD MUNI,48,KZ,KHRX,WGE,WGE,N34513843,34.860675,W102193324,-102.325900,03788,A,E007130 1210,0406,Y,,PA,,,,,201101,9171
,US84419,PALOMA RANCH,04,KZ,29AZ,WGE,WGE,N32542017,32.905602,W112540061,-112.900170,00737,D,E011097 1210,0405,,,PV,,,,,201005,9173
,US84433,CAL BLACK MEMORIAL,49,KZ,KU96,WGE,WGE,N37263197,37.442215,W110341050,-110.569583,04388,D,E011095 1210,0362,Y,,PA,,,,,200707,9174
,US84554,MORRIS MUNI CHARLIE SCHMIDT FLD,27,KZ,KMOX,WGE,WGE,N45335749,45.565969,W095580187,-95.967186,01138,D,E002575 1210,0266,Y,,PA,,,,,201012,9175
,US84559,MT OLIVE MUNI,37,KZ,KW40,WGE,WGE,N35131724,35.221456,W078021902,-78.038617,00168,A,W009157 1210,0410,Y,,PA,,,,,201009,9176
,US84563,CONNELL CITY,53,KZ,WA14,WGE,WGE,N46394450,46.662361,W118500000,-118.833333,00925,D,E015447 1210,0269,,,PV,,,,,200710,9177
,US84594,CHARLEVOIX MUNI,26,KZ,KCVX,WGE,WGE,N45181720,45.304779,W085163120,-85.275333,00669,A,W006200 1210,0265,Y,,PA,,,,,200903,9178
,US84613,WATTS WOODLAND,06,KZ,KO41,WGE,WGE,N38402596,38.673878,W121521948,-121.872078,00125,D,E014216 1210,0364,Y,,PA,,,,,201010,9179
,US84645,LANSING MUNI,17,KZ,KIGQ,WGE,WGE,N41320570,41.534917,W087314630,-87.529528,00620,A,W003326 1210,0308,Y,,PA,,,,,201102,9181
,US84698,VANDENBERG AFB,06,KVBG,VBG,WGE,WGE,N34441440,34.737333,W120350350,-120.584306,00369,C,E013131 1210,0404,Y,,AF,,,,,201001,9182
,US84711,H H COFFIELD RGNL,48,KZ,KRCK,WGE,WGE,N30375296,30.631378,W096592216,-96.989489,00474,D,E004115 1210,0469,Y,,MU,,,,,201012,9183
,US84714,ROBERTSON FLD,38,KZ,KD55,WGE,WGE,N48451130,48.753139,W098233730,-98.393694,01608,D,E004462 1210,0218,Y,,PA,,,,,201013,9184
,US84736,BIRMINGHAM SHUTTLESWORTH INTL,01,KBHM,BHM,WGE,WGE,N33335000,33.563889,W086450830,-86.752306,00650,A,W002504 1210,0409,Y,,PA,,,,,201013,9185
,US84755,CHESTERFIELD CO,51,KZ,KFCI,WGE,WGE,N37242320,37.406444,W077312940,-77.524833,00236,A,W010059 1210,0357,Y,,PA,,,,,201013,9186
,US84776,ROSTRAVER,42,KZ,KFWQ,WGE,WGE,N40123500,40.209721,W079495320,-79.831444,01228,A,W009142 1210,0309,Y,,PA,,,,,201013,9187
,US86031,OWYHEE,32,KZ,K10U,WGE,WGE,N41571164,41.953233,W116111537,-116.187603,05374,D,E014386 0105,0305,,,XX,,,,,200405,9232
,US84792,AINSWORTH,48,KZ,06TE,WGE,WGE,N30184575,30.312708,W095013675,-95.026875,00129,D,E003026 1210,0468,,,PV,,,,,200902,9189
,US84834,LAKEHURST MAXFIELD FLD,34,KNEL,NEL,WGE,WGE,N40020637,40.035103,W074210772,-74.352144,00101,C,W012429 1210,0310,Y,,NA,,,,,201102,9190
,US84856,SATANTA MUNI,20,KZ,K1K9,WGE,WGE,N37272400,37.456667,W100590460,-100.984611,02976,D,E006363 1210,0361,Y,,MU,,,,,200912,9191
,US84865,CATTARAUGUS CO OLEAN,36,KZ,KOLE,WGE,WGE,N42142850,42.241250,W078221700,-78.371389,02135,D,W010497 1210,0309,Y,,PA,,,,,200912,9192
,US84882,ORECK,28,KZ,MS88,WGE,WGE,N30463868,30.777411,W089433025,-89.725069,00180,D,W000244 1210,0467,,,PV,,,,,200812,9193
,US84898,CHIPPEWA CO INTL,26,KCIU,CIU,WGE,WGE,N46150270,46.250750,W084282060,-84.472389,00799,A,W007185 1210,0264,Y,,PA,,,,,201013,9194
,US84909,REPUBLIC,36,KFRG,FRG,WGE,WGE,N40434361,40.728781,W073244827,-73.413408,00080,A,W013258 1210,0310,Y,,PA,,,,,201103,9195
,US84921,MULINO STATE,41,KZ,K4S9,WGE,WGE,N45125877,45.216324,W122352430,-122.590083,00260,D,E016110 1210,0269,Y,,MU,,,,,201013,9196
,US84961,MIDDLETOWN RGNL HOOK FLD,39,KZ,KMWO,WGE,WGE,N39315450,39.531806,W084234720,-84.396444,00650,A,W005391 1210,0358,Y,,PA,,,,,201013,9197
,US84995,LAURINBURG MAXTON,37,KZ,KMEB,WGE,WGE,N34473100,34.791944,W079215700,-79.365833,00216,A,W008176 1210,0410,Y,,PA,,,,,201101,9199
,US84999,DIAMONDHEAD,28,KZ,K66Y,WGE,WGE,N30214673,30.362981,W089231556,-89.387656,00014,D,W000354 1210,0467,,,PV,,,,,201008,9200
,US85050,EARECKSON AS,02,PASY,SYA,WGE,WGE,N52424419,52.712275,E174064903,174.113620,00095,C,E001158 1210,0192,Y,,AF,,,,,201103,9201
,US85077,PLACERVILLE,06,KZ,KPVF,WGE,WGE,N38432720,38.724222,W120451200,-120.753333,02585,A,E014106 1210,0363,Y,,PA,,,,,201009,9202
,US85080,NEW KENT CO,51,KZ,KW96,WGE,WGE,N37301235,37.503431,W077073561,-77.126558,00121,D,W010227 1210,0357,Y,,MU,,,,,201010,9203
,US85082,COMANCHE CO,20,KZ,K3K8,WGE,WGE,N37134109,37.228081,W099195141,-99.330948,02085,D,E005362 1210,0360,Y,,PA,,,,,201102,9204
,US85093,EASTLAND MUNI,48,KZ,KETN,WGE,WGE,N32245360,32.414889,W098483492,-98.809700,01464,A,E005128 0111,0407,Y,,PA,,,,,201103,9205
,US85127,NORTON MUNI,20,KZ,KNRN,WGE,WGE,N39510170,39.850472,W099534090,-99.894694,02384,D,E006003 1210,0360,Y,,MU,,,,,201011,9206
,US85136,NELLIS AFB,32,KLSV,LSV,WGE,WGE,N36141031,36.236197,W115020331,-115.034253,01870,C,E012211 1210,0363,Y,,AF,,,,,201103,9207
,US85255,FREMONT CO,08,KZ,K1V6,WGE,WGE,N38254220,38.428389,W105062160,-105.106000,05442,D,E008544 0111,0361,Y,,PA,,,,,201102,9208
,US85385,GRANT CO RGNL OGILVIE FLD,41,KZ,KGCD,WGE,WGE,N44241032,44.402867,W118580438,-118.967883,03703,A,E015113 1210,0269,Y,,PA,,,,,201101,9209
,US85480,CHAPMAN FARMS,06,KZ,67CA,WGE,WGE,N37042180,37.072722,W120224164,-120.378233,00175,D,E013433 1210,0363,,,PV,,,,,200913,9210
,US85497,WILLIAM R FAIRCHILD INTL,53,KCLM,CLM,WGE,WGE,N48071270,48.120194,W123295890,-123.499694,00291,A,E017110 1210,0215,Y,,PA,,,,,201013,9211
,US85530,MARCH ARB,06,KRIV,RIV,WGE,WGE,N33525056,33.880711,W117153403,-117.259453,01536,B,E012245 1210,0404,Y,,ML,,,,,201012,9212
,US85571,GALESBURG MUNI,17,KZ,KGBG,WGE,WGE,N40561680,40.938000,W090255210,-90.431139,00764,A,W001041 1210,0308,Y,,PA,,,,,201007,9213
,US85580,THIEF RIVER FALLS RGNL,27,KZ,KTVF,WGE,WGE,N48035640,48.065667,W096110600,-96.185000,01119,A,E002546 1210,0218,Y,,PA,,,,,201012,9214
,US85621,LINCOLN,30,KZ,KS69,WGE,WGE,N46571693,46.954703,W112390078,-112.650217,04603,D,E013419 1210,0268,Y,,PA,,,,,201012,9215
,US85726,JOHN BELL WILLIAMS,28,KZ,KM16,WGE,WGE,N32181610,32.304472,W090243790,-90.410528,00247,D,W000057 1210,0408,Y,,PA,,,,,200906,9216
,US85738,PETER PRINCE FLD,12,KZ,K2R4,WGE,WGE,N30381544,30.637621,W086593715,-86.993652,00082,A,W002156 1210,0467,Y,,PA,,,,,201013,9217
,US85746,ALEXANDER SALAMON,39,KZ,KAMT,WGE,WGE,N38510531,38.851475,W083335854,-83.566261,00896,A,W006088 1210,0358,Y,,PA,,,,,200908,9218
,US85837,SEARCY MUNI,05,KZ,KSRC,WGE,WGE,N35123820,35.210611,W091441514,-91.737539,00265,A,E000340 1210,0408,Y,,PA,,,,,200906,9219
,US85874,HOBART SKY RANCH,18,KZ,K3HO,WGE,WGE,N41331513,41.554203,W087154513,-87.262536,00644,D,W003460 1210,0308,,,PV,,,,,200911,9220
,US85876,KIRSCH MUNI,26,KZ,KIRS,WGE,WGE,N41484800,41.813333,W085262010,-85.438917,00924,A,W005190 1210,0308,Y,,PA,,,,,201012,9221
,US85883,DEER PARK,53,KZ,KDEW,WGE,WGE,N47580140,47.967056,W117254290,-117.428583,02211,A,E015412 1210,0269,Y,,PA,,,,,201009,9222
,US85899,MT PLEASANT MUNI,19,KZ,KMPZ,WGE,WGE,N40564772,40.946589,W091303985,-91.511069,00730,D,W000120 1210,0308,Y,,PA,,,,,200807,9223
,US85939,ELDORADO,48,KZ,K27R,WGE,WGE,N30514400,30.862222,W100363910,-100.610861,02448,D,E006091 1210,0469,Y,,MU,,,,,200810,9224
,US85944,YOUNGSTOWN ELSER METRO,39,KZ,K4G4,WGE,WGE,N40574246,40.961794,W080403838,-80.677328,01070,A,W008493 1210,0309,Y,,PA,,,,,200904,9225
,US85947,TUSCOLA AREA,26,KZ,KCFS,WGE,WGE,N43273185,43.458847,W083264371,-83.445475,00701,D,W007211 1210,0309,Y,,PA,,,,,201013,9226
,US85949,FAIRVIEW MUNI,40,KZ,K6K4,WGE,WGE,N36172453,36.290146,W098283298,-98.475828,01272,A,E005037 1210,0360,Y,,MU,,,,,201012,9227
,US85963,PEKIN MUNI,17,KZ,KC15,WGE,WGE,N40291750,40.488194,W089403320,-89.675889,00530,A,W001368 1210,0308,Y,,PA,,,,,201007,9228
,US85971,JOHN A BAKER FIELD,47,KZ,K0M3,WGE,WGE,N35324550,35.545972,W087355037,-87.597325,00972,D,W002303 1210,0408,Y,,PV,,,,,200810,9229
,US85976,MODESTO CITY CO HARRY SHAM,06,KMOD,MOD,WGE,WGE,N37373300,37.625833,W120571590,-120.954417,00099,A,E013565 0211,0363,Y,,PA,,,,,201103,9230
,US86020,SACRAMENTO INTL,06,KSMF,SMF,WGE,WGE,N38414350,38.695417,W121352680,-121.590778,00027,A,E014191 1210,0364,Y,,PA,,,,,201101,9231
,US86033,SCOTTSDALE,04,KZ,KSDL,WGE,WGE,N33372240,33.622889,W111543790,-111.910528,01510,A,E010596 1210,0405,Y,,PA,,,,,201010,9233
,US86043,CHESTER CATAWBA RGNL,45,KZ,KDCM,WGE,WGE,N34472160,34.789333,W081114480,-81.195778,00657,A,W007023 1210,0409,Y,,PA,,,,,201102,9234
